IDMascota,Timestamp,Raza,Edad,HR (bpm),Actividad (steps),GPS_Lat,GPS_Lon,Temperatura,Emoción
2282,2025-06-13 04:02:00,Oriental,6,128,86,-37.62,111.27,29.3ºC,Relajación
2283,2025-06-13 04:03:00,Rottweiler,9,64,157,15.62,24.42,22.5ºC,Miedo
2284,2025-06-13 04:04:00,Weimaraner,1,159,77,18.91,179.54,29.8ºC,Enfadado
2285,2025-06-13 04:05:00,Doberman,12,76,119,-68.07,163.1,18.4ºC,Relajación
2286,2025-06-13 04:06:00,Weimaraner,14,112,63,8.75,55.84,25.9ºC,Tristeza
2287,2025-06-13 04:07:00,Rottweiler,6,111,171,-87.85,-12.75,21.2ºC,Confusión
2288,2025-06-13 04:08:00,Cavalier King Charles,1,73,65,0.22,-125.22,19.6ºC,Confusión
2289,2025-06-13 04:09:00,Cocker Spaniel,2,88,74,35.55,5.61,24.9ºC,Tristeza
2290,2025-06-13 04:10:00,Oriental,11,67,115,-76.89,-123.21,21.7ºC,Enfadado
2291,2025-06-13 04:11:00,Persa,3,157,87,78.97,-36.56,26.0ºC,Tristeza
2292,2025-06-13 04:12:00,Siamés,10,163,152,-7.42,159.35,24.5ºC,Alerta
2293,2025-06-13 04:13:00,Dachshund,6,60,147,78.91,-56.89,22.7ºC,Confusión
2294,2025-06-13 04:14:00,Beagle,6,88,164,-70.67,-125.0,20.2ºC,Enfadado
2295,2025-06-13 04:15:00,Abyssinian,2,95,89,80.98,29.66,25.2ºC,Ansiedad
2296,2025-06-13 04:16:00,Siamés,10,110,113,-70.34,36.85,28.0ºC,Miedo
2297,2025-06-13 04:17:00,Manx,6,96,138,-6.93,-110.23,25.2ºC,Relajación
2298,2025-06-13 04:18:00,Cavalier King Charles,17,152,149,78.84,-109.23,25.3ºC,Confusión
2299,2025-06-13 04:19:00,Cocker Spaniel,14,128,193,-48.11,176.24,24.1ºC,Tristeza
2300,2025-06-13 04:20:00,Whippet,5,112,131,-83.74,-92.42,22.7ºC,Ansiedad
2301,2025-06-13 04:21:00,Maltés,17,155,126,52.76,121.75,23.5ºC,Miedo
2302,2025-06-13 04:22:00,Chihuahua,2,111,108,17.26,-10.68,29.9ºC,Miedo
2303,2025-06-13 04:23:00,Manx,9,147,140,2.51,-23.4,27.0ºC,Miedo
2304,2025-06-13 04:24:00,Shih Tzu,12,142,147,-83.82,-73.81,23.2ºC,Alerta
2305,2025-06-13 04:25:00,Maltés,19,71,188,27.58,98.58,23.5ºC,Tranquilo
2306,2025-06-13 04:26:00,Shih Tzu,7,111,50,-59.11,137.04,24.0ºC,Alerta
2307,2025-06-13 04:27:00,Somalí,9,60,62,77.62,-85.99,25.9ºC,Ansiedad
2308,2025-06-13 04:28:00,Beagle,16,66,79,33.43,-145.77,23.6ºC,Miedo
2309,2025-06-13 04:29:00,Scottish Fold,11,76,67,37.27,-130.71,26.2ºC,Enfadado
2310,2025-06-13 04:30:00,Border Collie,12,157,127,-48.14,105.41,22.0ºC,Enfadado
2311,2025-06-13 04:31:00,Caniche,15,102,190,68.54,-23.1,22.9ºC,Ansiedad
2312,2025-06-13 04:32:00,Maltés,18,130,81,6.79,-132.51,28.4ºC,Enfadado
2313,2025-06-13 04:33:00,Chihuahua,19,76,120,64.28,-57.5,21.9ºC,Tristeza
2314,2025-06-13 04:34:00,Bulldog,16,118,99,-41.23,5.12,29.6ºC,Enfadado
2315,2025-06-13 04:35:00,Abyssinian,15,62,165,45.98,126.74,20.1ºC,Tranquilo
2316,2025-06-13 04:36:00,Manx,5,88,162,13.42,51.03,20.9ºC,Tristeza
2317,2025-06-13 04:37:00,Dálmata,11,81,129,-81.28,-116.63,23.6ºC,Relajación
2318,2025-06-13 04:38:00,Boxer,15,97,80,-17.04,-122.87,27.6ºC,Enfadado
2319,2025-06-13 04:39:00,Weimaraner,18,113,100,-56.9,-31.56,26.8ºC,Tranquilo
2320,2025-06-13 04:40:00,Siberiano,13,166,109,-25.35,-152.93,20.1ºC,Tranquilo
2321,2025-06-13 04:41:00,Border Collie,4,152,82,-21.0,92.01,20.8ºC,Relajación
2322,2025-06-13 04:42:00,American Shorthair,17,173,176,-4.51,-35.48,24.9ºC,Alerta
2323,2025-06-13 04:43:00,Poodle,4,109,175,18.05,-56.51,21.5ºC,Ansiedad
2324,2025-06-13 04:44:00,Scottish Fold,16,177,90,12.78,3.28,23.1ºC,Alerta
2325,2025-06-13 04:45:00,Setter Irlandés,15,165,68,-82.98,75.22,23.8ºC,Enfadado
2326,2025-06-13 04:46:00,Shih Tzu,14,128,90,45.12,24.96,25.1ºC,Enfadado
2327,2025-06-13 04:47:00,Bull Terrier,12,89,134,80.85,108.87,21.0ºC,Tristeza
2328,2025-06-13 04:48:00,Husky,3,82,138,-27.24,46.57,20.0ºC,Confusión
2329,2025-06-13 04:49:00,Maltés,10,178,91,-57.65,103.67,22.8ºC,Enfadado
2330,2025-06-13 04:50:00,Border Collie,8,144,169,7.2,70.84,19.0ºC,Enfadado
2331,2025-06-13 04:51:00,Abyssinian,6,179,72,36.88,-110.48,24.3ºC,Tristeza
2332,2025-06-13 04:52:00,Pug,14,149,82,32.2,-161.15,28.1ºC,Confusión
2333,2025-06-13 04:53:00,Weimaraner,17,177,69,20.18,145.22,19.4ºC,Miedo
2334,2025-06-13 04:54:00,Maine Coon,19,106,139,-63.68,160.44,19.4ºC,Miedo
2335,2025-06-13 04:55:00,Somalí,16,80,153,60.63,81.7,19.0ºC,Miedo
2336,2025-06-13 04:56:00,Sphynx,15,79,61,-13.39,80.71,28.2ºC,Ansiedad
2337,2025-06-13 04:57:00,Pit Bull,15,82,192,-50.14,-82.75,19.0ºC,Ansiedad
2338,2025-06-13 04:58:00,Terranova,1,127,100,-74.47,15.28,29.8ºC,Miedo
2339,2025-06-13 04:59:00,Galgo,12,80,55,-14.99,177.21,22.3ºC,Tranquilo
2340,2025-06-13 05:00:00,Maine Coon,10,80,140,21.24,128.21,21.9ºC,Ansiedad
2341,2025-06-13 05:01:00,Dálmata,14,60,118,29.77,-70.42,19.1ºC,Relajación
2342,2025-06-13 05:02:00,Yorkshire Terrier,10,74,172,83.29,-71.62,25.0ºC,Relajación
2343,2025-06-13 05:03:00,Pit Bull,10,76,195,-62.43,-5.91,25.0ºC,Miedo
2344,2025-06-13 05:04:00,Siamés,11,110,164,87.44,-34.34,23.9ºC,Confusión
2345,2025-06-13 05:05:00,Bengala,16,122,160,27.84,-46.38,21.7ºC,Alerta
2346,2025-06-13 05:06:00,Doberman,9,73,110,-8.24,45.71,22.4ºC,Tranquilo
2347,2025-06-13 05:07:00,Pug,15,118,156,69.87,-175.86,21.8ºC,Alerta
2348,2025-06-13 05:08:00,Golden Retriever,14,142,127,35.01,94.8,23.1ºC,Confusión
2349,2025-06-13 05:09:00,Ragdoll,19,109,144,-27.23,86.42,22.1ºC,Relajación
2350,2025-06-13 05:10:00,Siamés,9,93,123,69.14,118.92,26.1ºC,Tristeza
2351,2025-06-13 05:11:00,Dachshund,4,65,97,29.99,122.92,21.5ºC,Enfadado
2352,2025-06-13 05:12:00,Border Collie,7,168,145,35.79,23.9,22.2ºC,Miedo
2353,2025-06-13 05:13:00,Labrador,8,108,80,71.35,100.83,23.2ºC,Tranquilo
2354,2025-06-13 05:14:00,Abyssinian,8,65,83,-9.29,-2.74,18.0ºC,Confusión
2355,2025-06-13 05:15:00,Boston Terrier,19,176,136,28.24,162.55,23.9ºC,Alerta
2356,2025-06-13 05:16:00,Caniche,15,177,184,44.04,-111.35,21.1ºC,Confusión
2357,2025-06-13 05:17:00,Siamés,16,128,132,-8.29,149.62,18.7ºC,Confusión
2358,2025-06-13 05:18:00,Pit Bull,9,66,184,-74.98,-86.93,28.9ºC,Ansiedad
2359,2025-06-13 05:19:00,Shiba Inu,12,156,96,48.86,-143.02,21.9ºC,Miedo
2360,2025-06-13 05:20:00,Labrador,16,136,185,-81.39,-21.92,23.1ºC,Relajación
2361,2025-06-13 05:21:00,Weimaraner,4,110,178,39.22,41.37,27.9ºC,Tranquilo
2362,2025-06-13 05:22:00,Pit Bull,5,177,174,73.96,-96.84,20.0ºC,Ansiedad
2363,2025-06-13 05:23:00,Pug,8,60,126,-27.55,20.09,28.2ºC,Relajación
2364,2025-06-13 05:24:00,Boston Terrier,1,72,52,-71.63,110.84,20.9ºC,Miedo
2365,2025-06-13 05:25:00,Border Collie,6,102,141,-48.08,-87.45,25.1ºC,Confusión
2366,2025-06-13 05:26:00,Setter Irlandés,15,86,192,11.21,28.92,26.2ºC,Relajación
2367,2025-06-13 05:27:00,Siamés,4,130,149,79.68,-57.85,28.9ºC,Alerta
2368,2025-06-13 05:28:00,Pastor Alemán,11,175,176,2.21,10.72,25.3ºC,Miedo
2369,2025-06-13 05:29:00,Shiba Inu,5,62,117,-69.71,60.09,23.4ºC,Tranquilo
2370,2025-06-13 05:30:00,Chihuahua,18,117,182,23.0,-53.85,24.9ºC,Miedo
2371,2025-06-13 05:31:00,Ragdoll,15,148,139,41.91,178.01,20.4ºC,Miedo
2372,2025-06-13 05:32:00,Scottish Fold,18,156,138,-19.21,22.96,26.3ºC,Ansiedad
2373,2025-06-13 05:33:00,Cavalier King Charles,13,163,59,39.87,116.81,20.2ºC,Tranquilo
2374,2025-06-13 05:34:00,Labrador,5,76,57,-31.53,81.05,24.7ºC,Confusión
2375,2025-06-13 05:35:00,Husky,1,104,61,52.04,127.01,25.8ºC,Alerta
2376,2025-06-13 05:36:00,Setter Irlandés,18,137,113,-28.61,-117.43,28.8ºC,Relajación
2377,2025-06-13 05:37:00,Scottish Fold,14,160,167,-43.9,-99.88,23.4ºC,Enfadado
2378,2025-06-13 05:38:00,Boston Terrier,5,117,108,68.25,-4.53,27.3ºC,Relajación
2379,2025-06-13 05:39:00,Terranova,6,115,99,8.73,126.84,20.0ºC,Alerta
2380,2025-06-13 05:40:00,Pug,16,113,89,-38.67,-108.86,19.9ºC,Enfadado
2381,2025-06-13 05:41:00,Persa,12,146,171,78.32,169.58,24.3ºC,Relajación
2382,2025-06-13 05:42:00,Sphynx,18,147,146,34.35,-134.06,25.2ºC,Ansiedad
2383,2025-06-13 05:43:00,Manx,2,88,176,-50.27,-116.97,25.6ºC,Tristeza
2384,2025-06-13 05:44:00,Doberman,13,161,136,20.64,-119.8,26.9ºC,Relajación
2385,2025-06-13 05:45:00,Boxer,17,113,126,66.66,30.96,21.5ºC,Confusión
2386,2025-06-13 05:46:00,Rottweiler,17,86,170,35.31,150.31,25.5ºC,Relajación
2387,2025-06-13 05:47:00,Collie,16,161,195,-45.94,-88.16,20.3ºC,Tranquilo
2388,2025-06-13 05:48:00,American Shorthair,18,176,198,26.79,19.09,20.6ºC,Confusión
2389,2025-06-13 05:49:00,American Shorthair,8,163,160,21.45,-116.72,18.8ºC,Relajación
2390,2025-06-13 05:50:00,Gran Danés,3,104,178,57.75,47.21,27.0ºC,Relajación
2391,2025-06-13 05:51:00,Shiba Inu,17,173,90,-57.94,-135.63,24.1ºC,Miedo
2392,2025-06-13 05:52:00,Collie,18,146,186,35.93,-3.13,20.9ºC,Confusión
2393,2025-06-13 05:53:00,Husky,6,90,72,-85.07,55.87,24.7ºC,Ansiedad
2394,2025-06-13 05:54:00,Golden Retriever,8,95,127,35.31,28.49,22.3ºC,Enfadado
2395,2025-06-13 05:55:00,Shiba Inu,13,140,60,82.88,-129.6,28.0ºC,Enfadado
2396,2025-06-13 05:56:00,American Shorthair,8,120,120,-58.61,-121.91,24.3ºC,Tristeza
2397,2025-06-13 05:57:00,Manx,19,96,75,-33.97,61.7,18.4ºC,Tristeza
2398,2025-06-13 05:58:00,American Shorthair,6,126,79,14.92,111.21,29.8ºC,Enfadado
2399,2025-06-13 05:59:00,Boxer,15,95,151,41.83,146.91,18.9ºC,Ansiedad
2400,2025-06-13 06:00:00,Golden Retriever,10,178,118,-28.01,112.9,26.4ºC,Relajación
2401,2025-06-13 06:01:00,Caniche,17,64,182,29.57,170.61,23.2ºC,Tristeza
2402,2025-06-13 06:02:00,Caniche,1,105,110,71.87,-33.03,21.0ºC,Ansiedad
2403,2025-06-13 06:03:00,Akita,7,138,155,40.78,-60.78,26.1ºC,Ansiedad
2404,2025-06-13 06:04:00,Bulldog,13,111,72,37.98,-169.85,19.5ºC,Tristeza
2405,2025-06-13 06:05:00,Ragdoll,3,108,162,-21.25,-18.04,28.3ºC,Enfadado
2406,2025-06-13 06:06:00,Dálmata,19,65,79,74.06,54.49,21.0ºC,Confusión
2407,2025-06-13 06:07:00,Galgo,15,69,116,-40.08,113.55,22.3ºC,Alerta
2408,2025-06-13 06:08:00,Persa,5,177,180,-53.05,-83.72,25.6ºC,Enfadado
2409,2025-06-13 06:09:00,Weimaraner,11,155,170,-24.44,4.89,18.0ºC,Confusión
2410,2025-06-13 06:10:00,Labrador,18,82,132,27.03,58.32,23.7ºC,Enfadado
2411,2025-06-13 06:11:00,Doberman,3,171,111,65.1,18.58,28.7ºC,Relajación
2412,2025-06-13 06:12:00,Caniche,6,76,106,-66.23,-81.35,26.2ºC,Confusión
2413,2025-06-13 06:13:00,Poodle,3,169,50,56.48,106.66,22.7ºC,Tranquilo
2414,2025-06-13 06:14:00,Shih Tzu,5,143,151,56.31,-117.59,25.9ºC,Alerta
2415,2025-06-13 06:15:00,Ragdoll,9,103,118,15.65,145.79,29.2ºC,Enfadado
2416,2025-06-13 06:16:00,Cornish Rex,19,100,108,46.92,162.93,20.3ºC,Miedo
2417,2025-06-13 06:17:00,Gran Danés,13,74,95,-57.26,-48.39,24.4ºC,Alerta
2418,2025-06-13 06:18:00,Whippet,6,103,155,-59.47,-44.57,20.8ºC,Ansiedad
2419,2025-06-13 06:19:00,Doberman,11,169,83,65.3,87.58,28.3ºC,Tranquilo
2420,2025-06-13 06:20:00,Cocker Spaniel,14,117,150,-0.33,-15.74,26.7ºC,Relajación
2421,2025-06-13 06:21:00,Pastor Alemán,6,145,146,-45.73,-169.7,27.6ºC,Ansiedad
2422,2025-06-13 06:22:00,Akita,6,109,78,33.97,151.16,29.3ºC,Confusión
2423,2025-06-13 06:23:00,Australian Shepherd,17,111,172,70.54,-24.93,20.8ºC,Confusión
2424,2025-06-13 06:24:00,Persa,11,129,122,23.82,-106.74,18.6ºC,Tristeza
2425,2025-06-13 06:25:00,Labrador,15,127,192,-27.48,20.04,21.5ºC,Ansiedad
2426,2025-06-13 06:26:00,Dachshund,9,122,53,-3.02,-101.19,22.8ºC,Tranquilo
2427,2025-06-13 06:27:00,Bengala,17,117,87,45.41,-105.83,25.5ºC,Ansiedad
2428,2025-06-13 06:28:00,Akita,7,82,69,-77.85,16.46,27.6ºC,Ansiedad
2429,2025-06-13 06:29:00,Pit Bull,7,103,162,-50.91,-39.22,22.2ºC,Ansiedad
2430,2025-06-13 06:30:00,Caniche,1,168,72,-6.74,26.28,23.7ºC,Alerta
2431,2025-06-13 06:31:00,Husky,8,142,160,18.76,178.86,27.4ºC,Tristeza
2432,2025-06-13 06:32:00,Birmano,5,177,185,-28.95,129.25,20.7ºC,Enfadado
2433,2025-06-13 06:33:00,Golden Retriever,19,168,94,-36.29,-177.24,20.6ºC,Relajación
2434,2025-06-13 06:34:00,Bengala,8,154,146,-82.55,-161.8,25.1ºC,Relajación
2435,2025-06-13 06:35:00,Poodle,17,103,82,-84.13,39.63,23.2ºC,Miedo
2436,2025-06-13 06:36:00,Bengala,19,111,184,-39.83,45.45,29.4ºC,Relajación
2437,2025-06-13 06:37:00,Setter Irlandés,12,126,71,5.49,136.15,22.3ºC,Miedo
2438,2025-06-13 06:38:00,Manx,15,87,182,10.15,46.46,27.1ºC,Alerta
2439,2025-06-13 06:39:00,Dálmata,4,126,64,-1.08,-98.02,25.0ºC,Tristeza
2440,2025-06-13 06:40:00,Siberiano,12,137,70,-16.22,-11.33,18.7ºC,Tranquilo
2441,2025-06-13 06:41:00,Ragdoll,13,77,175,-44.59,111.23,19.0ºC,Tristeza
2442,2025-06-13 06:42:00,Dálmata,14,86,138,-17.88,152.22,20.4ºC,Miedo
2443,2025-06-13 06:43:00,Pit Bull,5,110,66,-65.02,-94.71,19.7ºC,Alerta
2444,2025-06-13 06:44:00,Pit Bull,16,119,105,-69.25,14.26,22.0ºC,Tranquilo
2445,2025-06-13 06:45:00,Caniche,7,133,99,-36.01,-122.79,24.9ºC,Ansiedad
2446,2025-06-13 06:46:00,Maine Coon,15,108,184,89.16,-1.08,25.2ºC,Confusión
2447,2025-06-13 06:47:00,Cavalier King Charles,13,74,167,-31.23,-147.56,25.1ºC,Ansiedad
2448,2025-06-13 06:48:00,Husky,16,142,171,78.56,159.02,19.4ºC,Relajación
2449,2025-06-13 06:49:00,Ragdoll,12,132,99,-19.39,49.7,25.2ºC,Ansiedad
2450,2025-06-13 06:50:00,Shiba Inu,7,127,109,-10.98,127.52,22.9ºC,Alerta
2451,2025-06-13 06:51:00,Caniche,16,74,174,53.47,179.39,28.8ºC,Relajación
2452,2025-06-13 06:52:00,Abyssinian,13,110,165,-73.15,-114.24,28.9ºC,Confusión
2453,2025-06-13 06:53:00,Cavalier King Charles,3,107,184,-57.18,69.89,27.2ºC,Tranquilo
2454,2025-06-13 06:54:00,Terranova,15,131,137,85.29,139.32,26.4ºC,Miedo
2455,2025-06-13 06:55:00,Manx,3,172,154,1.07,27.34,19.4ºC,Miedo
2456,2025-06-13 06:56:00,Setter Irlandés,7,176,104,-82.02,50.29,19.0ºC,Tranquilo
2457,2025-06-13 06:57:00,Weimaraner,18,60,113,-81.47,-33.24,28.1ºC,Miedo
2458,2025-06-13 06:58:00,Persa,14,66,145,73.3,62.91,23.1ºC,Relajación
2459,2025-06-13 06:59:00,Bull Terrier,18,112,93,67.21,-37.59,23.4ºC,Enfadado
2460,2025-06-13 07:00:00,Pit Bull,19,90,179,-7.49,-8.42,28.2ºC,Enfadado
2461,2025-06-13 07:01:00,Oriental,14,77,198,-60.62,-142.95,25.5ºC,Ansiedad
2462,2025-06-13 07:02:00,Weimaraner,6,71,99,59.45,-177.19,20.2ºC,Enfadado
2463,2025-06-13 07:03:00,Poodle,8,107,160,-31.57,-160.15,20.5ºC,Miedo
2464,2025-06-13 07:04:00,Pastor Alemán,7,89,186,-14.57,-110.69,18.1ºC,Tristeza
2465,2025-06-13 07:05:00,Pit Bull,18,156,148,32.85,-15.62,26.5ºC,Tristeza
2466,2025-06-13 07:06:00,Persa,18,170,197,-26.39,-172.44,23.8ºC,Tranquilo
2467,2025-06-13 07:07:00,Boxer,15,66,195,23.16,-123.86,29.4ºC,Tristeza
2468,2025-06-13 07:08:00,Galgo,19,151,133,69.35,101.32,26.6ºC,Relajación
2469,2025-06-13 07:09:00,Cocker Spaniel,2,172,79,53.53,94.38,19.2ºC,Tristeza
2470,2025-06-13 07:10:00,Australian Shepherd,8,62,114,-21.31,104.3,19.9ºC,Alerta
2471,2025-06-13 07:11:00,Manx,11,166,73,-38.17,151.75,24.0ºC,Tranquilo
2472,2025-06-13 07:12:00,Labrador,18,122,139,-38.61,-137.13,29.1ºC,Confusión
2473,2025-06-13 07:13:00,Yorkshire Terrier,13,65,155,-27.25,-121.27,21.0ºC,Tristeza
2474,2025-06-13 07:14:00,Pastor Alemán,9,154,126,-1.17,-59.92,27.9ºC,Alerta
2475,2025-06-13 07:15:00,Pug,9,161,117,-15.01,149.45,21.7ºC,Alerta
2476,2025-06-13 07:16:00,Chihuahua,17,74,158,-66.06,99.17,21.2ºC,Relajación
2477,2025-06-13 07:17:00,Bengala,7,130,194,-60.58,-63.32,28.8ºC,Tranquilo
2478,2025-06-13 07:18:00,Weimaraner,9,102,146,-28.27,-148.45,18.6ºC,Relajación
2479,2025-06-13 07:19:00,Caniche,1,153,182,11.17,41.9,25.9ºC,Confusión
2480,2025-06-13 07:20:00,Sphynx,2,150,141,16.68,-87.55,18.5ºC,Confusión
2481,2025-06-13 07:21:00,British Shorthair,4,140,137,-2.48,11.21,27.6ºC,Miedo
2482,2025-06-13 07:22:00,Akita,14,178,99,42.98,159.05,28.0ºC,Ansiedad
2483,2025-06-13 07:23:00,Gran Danés,4,77,152,42.7,26.14,28.7ºC,Confusión
2484,2025-06-13 07:24:00,Siberiano,2,81,161,-13.03,152.58,20.2ºC,Tranquilo
2485,2025-06-13 07:25:00,Beagle,8,120,95,-67.6,-38.51,19.5ºC,Enfadado
2486,2025-06-13 07:26:00,Pit Bull,18,179,60,5.43,48.01,24.0ºC,Enfadado
2487,2025-06-13 07:27:00,Ragdoll,19,120,61,-21.34,141.8,21.3ºC,Tranquilo
2488,2025-06-13 07:28:00,Australian Shepherd,14,112,190,-65.17,31.68,25.3ºC,Miedo
2489,2025-06-13 07:29:00,Terranova,10,85,113,86.73,41.36,24.2ºC,Miedo
2490,2025-06-13 07:30:00,Siamés,17,174,57,-23.44,77.87,19.7ºC,Relajación
2491,2025-06-13 07:31:00,Shiba Inu,8,150,58,22.64,137.56,26.9ºC,Alerta
2492,2025-06-13 07:32:00,Bengala,14,99,179,-1.78,-148.26,27.6ºC,Ansiedad
2493,2025-06-13 07:33:00,Birmano,8,147,127,-64.29,-58.73,29.6ºC,Enfadado
2494,2025-06-13 07:34:00,Abyssinian,5,175,190,-80.0,-36.83,22.7ºC,Miedo
2495,2025-06-13 07:35:00,Yorkshire Terrier,16,67,51,22.64,147.5,22.1ºC,Enfadado
2496,2025-06-13 07:36:00,Gran Danés,8,80,123,-45.54,164.16,20.3ºC,Confusión
2497,2025-06-13 07:37:00,Gran Danés,10,152,180,-46.14,-136.66,20.2ºC,Alerta
2498,2025-06-13 07:38:00,Golden Retriever,8,102,183,82.26,-137.12,21.9ºC,Relajación
2499,2025-06-13 07:39:00,Dálmata,9,80,136,-6.88,156.55,29.8ºC,Miedo
2500,2025-06-13 07:40:00,Poodle,18,62,54,-84.7,-73.52,19.1ºC,Tristeza
2501,2025-06-13 07:41:00,Poodle,3,90,180,-28.83,-92.95,21.1ºC,Ansiedad
2502,2025-06-13 07:42:00,Pug,17,178,187,15.21,-167.18,19.0ºC,Tranquilo
2503,2025-06-13 07:43:00,Husky,15,86,196,-30.86,-80.79,21.3ºC,Alerta
2504,2025-06-13 07:44:00,Cocker Spaniel,17,169,63,-85.17,69.67,19.1ºC,Relajación
2505,2025-06-13 07:45:00,Shih Tzu,8,86,198,-10.02,-26.63,24.1ºC,Relajación
2506,2025-06-13 07:46:00,Rottweiler,2,132,173,-70.94,6.07,23.3ºC,Ansiedad
2507,2025-06-13 07:47:00,Pit Bull,17,116,92,21.45,150.23,20.1ºC,Ansiedad
2508,2025-06-13 07:48:00,Golden Retriever,18,156,77,21.53,-138.71,20.1ºC,Miedo
2509,2025-06-13 07:49:00,Bengala,5,92,198,-83.2,-154.35,25.5ºC,Confusión
2510,2025-06-13 07:50:00,Rottweiler,9,149,73,-37.68,126.7,22.6ºC,Confusión
2511,2025-06-13 07:51:00,Manx,9,151,66,-15.54,98.95,18.7ºC,Tranquilo
2512,2025-06-13 07:52:00,Pastor Alemán,2,103,199,9.05,-85.06,29.0ºC,Tranquilo
2513,2025-06-13 07:53:00,Setter Irlandés,2,102,132,-36.71,-63.28,22.9ºC,Miedo
2514,2025-06-13 07:54:00,Maine Coon,19,90,94,-38.21,-68.3,25.1ºC,Ansiedad
2515,2025-06-13 07:55:00,Weimaraner,3,176,123,86.94,53.21,28.6ºC,Ansiedad
2516,2025-06-13 07:56:00,Whippet,17,124,188,-82.46,-157.96,22.8ºC,Alerta
2517,2025-06-13 07:57:00,Caniche,14,143,110,88.03,-3.82,27.8ºC,Confusión
2518,2025-06-13 07:58:00,Oriental,14,135,87,-81.4,-131.81,29.0ºC,Relajación
2519,2025-06-13 07:59:00,Pug,14,76,115,-38.1,115.11,20.1ºC,Enfadado
2520,2025-06-13 08:00:00,Maltés,6,74,82,-1.14,-42.96,28.7ºC,Enfadado
2521,2025-06-13 08:01:00,Australian Shepherd,3,93,92,-64.21,9.93,19.4ºC,Enfadado
2522,2025-06-13 08:02:00,Ragdoll,1,173,161,-65.73,-169.45,21.3ºC,Miedo
2523,2025-06-13 08:03:00,Chihuahua,16,139,84,-43.86,-159.02,27.7ºC,Confusión
2524,2025-06-13 08:04:00,Doberman,4,63,86,85.23,63.02,28.8ºC,Confusión
2525,2025-06-13 08:05:00,Terranova,1,131,149,-21.58,96.04,26.2ºC,Ansiedad
2526,2025-06-13 08:06:00,Cocker Spaniel,17,157,72,11.88,75.61,19.3ºC,Enfadado
2527,2025-06-13 08:07:00,Husky,18,169,138,36.77,85.33,24.3ºC,Ansiedad
2528,2025-06-13 08:08:00,Terranova,8,148,64,43.6,-142.34,24.9ºC,Confusión
2529,2025-06-13 08:09:00,Husky,2,138,181,33.85,69.64,21.4ºC,Tristeza
2530,2025-06-13 08:10:00,Oriental,18,87,199,-29.35,-114.57,29.9ºC,Tristeza
2531,2025-06-13 08:11:00,Border Collie,16,132,71,-69.89,-144.71,22.0ºC,Tranquilo
2532,2025-06-13 08:12:00,Ragdoll,10,61,127,-39.29,92.58,20.5ºC,Confusión
2533,2025-06-13 08:13:00,Oriental,8,76,194,-52.15,140.19,19.3ºC,Enfadado
2534,2025-06-13 08:14:00,Cornish Rex,12,117,121,-65.47,78.02,22.5ºC,Miedo
2535,2025-06-13 08:15:00,Somalí,16,133,147,-85.59,110.01,26.3ºC,Tristeza
2536,2025-06-13 08:16:00,Poodle,12,68,139,78.43,176.79,20.8ºC,Miedo
2537,2025-06-13 08:17:00,American Shorthair,11,90,158,75.79,-131.49,27.2ºC,Miedo
2538,2025-06-13 08:18:00,Shiba Inu,19,125,143,-80.92,167.45,19.6ºC,Tranquilo
2539,2025-06-13 08:19:00,Galgo,1,147,129,-58.84,36.43,23.3ºC,Tranquilo
2540,2025-06-13 08:20:00,Rottweiler,3,121,143,-64.89,112.77,26.4ºC,Confusión
2541,2025-06-13 08:21:00,Dálmata,12,78,129,-39.38,54.06,19.6ºC,Tranquilo
2542,2025-06-13 08:22:00,British Shorthair,9,140,87,-53.27,25.21,25.2ºC,Ansiedad
2543,2025-06-13 08:23:00,Siberiano,5,166,183,80.25,73.3,27.6ºC,Ansiedad
2544,2025-06-13 08:24:00,Collie,1,172,183,-74.85,-64.71,25.1ºC,Ansiedad
2545,2025-06-13 08:25:00,Somalí,10,133,75,-51.9,152.74,24.1ºC,Relajación
2546,2025-06-13 08:26:00,Doberman,17,173,150,-75.47,-138.49,28.1ºC,Miedo
2547,2025-06-13 08:27:00,Whippet,4,114,124,86.47,-65.51,29.8ºC,Ansiedad
2548,2025-06-13 08:28:00,Persa,15,87,87,75.31,-168.78,20.2ºC,Enfadado
2549,2025-06-13 08:29:00,Ragdoll,19,161,132,38.99,-82.32,26.3ºC,Ansiedad
2550,2025-06-13 08:30:00,Ragdoll,8,171,192,-13.32,-101.44,19.0ºC,Confusión
2551,2025-06-13 08:31:00,Rottweiler,15,151,105,-55.77,-162.13,18.5ºC,Tristeza
2552,2025-06-13 08:32:00,Chihuahua,7,173,154,-50.13,-2.96,21.4ºC,Enfadado
2553,2025-06-13 08:33:00,Golden Retriever,15,175,80,-10.25,-11.29,29.7ºC,Tristeza
2554,2025-06-13 08:34:00,Doberman,8,109,107,48.28,-152.01,24.6ºC,Ansiedad
2555,2025-06-13 08:35:00,Boston Terrier,10,124,122,-42.35,-85.73,21.2ºC,Miedo
2556,2025-06-13 08:36:00,Dachshund,18,62,181,-34.06,163.2,19.6ºC,Ansiedad
2557,2025-06-13 08:37:00,Chihuahua,4,138,59,17.99,-140.13,29.0ºC,Ansiedad
2558,2025-06-13 08:38:00,Cornish Rex,15,111,122,-47.21,-70.19,22.3ºC,Tranquilo
2559,2025-06-13 08:39:00,Somalí,11,69,64,15.16,-167.09,21.7ºC,Confusión
